#{"t_start": 1777656034.5077631, "env_id": "None"}
r,l,t
-0.438247,5,114.050468
-1.122024,5,114.284775
2.82846,5,114.668011
1.718824,5,115.034482
0.923935,5,115.640727
1.655746,5,116.072838
1.471899,5,117.436336
-1.233422,5,117.84919
2.420415,5,118.814566
1.866182,5,119.304127
0.150545,5,119.522172
1.378785,5,120.338672
3.335752,5,120.637025
-1.210823,5,121.148591
2.187698,5,121.931044
-4.42086,5,122.299087
0.054734,5,122.930407
-0.125331,5,123.680331
0.381876,5,124.3234
-4.200173,5,124.740964
-7.284599,5,125.070097
1.97418,5,125.909082
0.030917,5,126.133135
3.095504,5,126.506316
-0.492841,5,127.029699
1.555404,5,127.462276
-4.935428,5,127.912992
1.28963,5,128.162932
0.104601,5,128.529414
-0.036243,5,129.067783
-0.745288,5,129.435961
2.406527,5,129.934321
0.987809,5,130.293696
-0.46108,5,130.967307
-3.757979,5,131.532659
-9.986842,5,132.079836
0.445299,5,132.464503
-0.653616,5,133.122458
-2.145682,5,133.613958
-2.612025,5,134.060409
1.005323,5,134.470479
-1.75132,5,134.877034
-0.327647,5,135.464224
-3.11186,5,136.026509
0.595965,5,136.276743
1.098254,5,136.598571
-2.786679,5,137.142482
2.630639,5,137.693765
2.614178,5,138.080953
1.649946,5,138.799078
1.882214,5,139.044394
-0.530099,5,139.675344
3.192198,5,140.130038
1.098987,5,140.566439
-4.199163,5,140.957858
1.586618,5,141.328937
-0.336293,5,141.560095
1.505822,5,141.863467
-3.828982,5,142.296185
-2.447378,5,142.630865
0.535734,5,142.881136
1.68356,5,143.245798
-3.067141,5,143.843844
0.524924,5,144.145494
0.530352,5,144.973616
-1.685624,5,145.51022
1.153647,5,145.755823
-1.658433,5,146.078849
-0.781263,5,146.494116
-1.351493,5,147.144693
-0.871223,5,147.63809
-2.899891,5,148.130803
2.933696,5,148.55651
-4.315099,5,149.143841
-1.237758,5,149.596495
2.890783,5,149.90502
-2.48557,5,150.353753
0.96355,5,150.936831
-1.021924,5,151.088044
-5.071939,5,151.425092
0.489894,5,151.81217
-0.663264,5,152.15622
2.667175,5,152.531704
-0.230587,5,152.874505
0.173769,5,153.051839
2.533609,5,153.370055
2.986428,5,153.72828
3.041628,5,154.12799
1.351181,5,154.553057
0.807576,5,154.954141
-0.473814,5,155.358868
-0.093989,5,155.802639
0.008565,5,156.602674
2.447332,5,157.134662
-2.586431,5,157.660918
-3.07506,5,158.017544
-0.780623,5,158.535039
-1.55023,5,158.740253
2.696476,5,159.159002
-0.606393,5,159.867949
-0.65871,5,160.256441
4.037466,5,160.505922
2.011396,5,160.95879
2.629361,5,161.339398
-1.432642,5,162.006867
2.576165,5,162.256526
3.818178,5,162.620086
0.590859,5,162.97337
-0.268709,5,163.236878
3.146918,5,163.45312
4.475129,5,163.895774
1.858759,5,164.420145
-3.25588,5,164.789096
-0.326338,5,165.037301
3.434777,5,165.423369
-3.127725,5,166.16561
-3.591301,5,166.622976
-5.535614,5,166.864708
0.371685,5,167.716923
0.498152,5,168.097682
2.649845,5,168.450672
-2.031043,5,168.619233
-0.614387,5,169.131898
3.429464,5,169.417944
0.895226,5,169.680216
2.752071,5,169.953919
-7.535932,5,170.499796
-4.6107,5,170.853448
1.335924,5,171.252152
-4.093294,5,171.546119
3.316898,5,172.015558
2.739881,5,172.401409
0.004623,5,172.728234
3.074801,5,172.942538
0.154733,5,173.297727
-6.215452,5,173.791549
1.612749,5,174.15302
1.842201,5,174.587788
-2.498566,5,175.26501
-0.947531,5,175.563734
-4.8574,5,176.361891
-2.308023,5,177.1044
-1.14051,5,177.495109
1.970124,5,177.787192
1.627521,5,178.25474
0.462006,5,178.622071
-1.318391,5,179.202343
0.856726,5,179.477022
-4.363121,5,179.890233
-0.700034,5,180.21055
-6.545816,5,180.714458
0.204383,5,180.974444
1.528145,5,181.096441
1.601747,5,181.331176
-0.531076,5,181.749681
-5.551411,5,193.876557
4.486719,5,194.438748
-5.160166,5,194.690237
-0.555807,5,195.255299
2.257298,5,195.504383
2.288014,5,195.950865
0.004468,5,196.444193
-5.016047,5,197.207074
-1.803786,5,197.678259
-2.034614,5,198.149604
-3.681514,5,198.519902
-0.529217,5,199.099603
-0.34407,5,199.406381
3.141199,5,199.586481
1.374929,5,199.77359
1.482417,5,200.020284
1.698999,5,200.269084
1.205857,5,200.639013
-2.989971,5,201.223742
3.717948,5,201.524839
-6.135482,5,202.110657
-0.073541,5,202.296127
3.377999,5,202.692061
0.190364,5,203.024813
2.014949,5,203.305683
1.70352,5,203.47051
1.888304,5,204.151663
-1.547572,5,204.356421
0.189918,5,204.673227
-1.939382,5,205.017854
0.7255,5,205.234789
-0.273675,5,205.488362
-2.50793,5,205.983903
-2.404829,5,206.22492
0.288562,5,206.670723
1.789099,5,207.216532
1.323888,5,207.699795
0.753151,5,208.013014
0.495267,5,208.875624
-0.287458,5,209.317711
-2.979827,5,209.770736
2.91365,5,210.181237
-0.108613,5,210.454684
-0.079646,5,210.812614
-0.175859,5,211.551517
-0.614025,5,212.153473
-1.986588,5,212.948631
-4.574192,5,213.806645
-0.898073,5,214.248826
-0.654388,5,214.439815
0.927149,5,214.920973
0.980163,5,215.577201
2.026617,5,216.162803
-4.554453,5,216.655542
3.829158,5,216.914479
-0.947772,5,217.37431
2.633609,5,217.920026
-0.839709,5,218.546131
0.603082,5,218.84642
3.00884,5,219.277528
0.313763,5,219.755857
0.520504,5,220.268172
-0.481031,5,220.641285
-2.353234,5,221.412852
3.58112,5,221.943843
0.339211,5,222.320922
0.699041,5,222.932523
0.718723,5,223.41365
0.743377,5,224.018523
2.139322,5,224.378745
2.323871,5,224.673495
1.571449,5,225.261982
2.161159,5,226.303033
1.20044,5,226.733352
-0.587155,5,227.368995
-0.629832,5,227.94686
1.21712,5,228.780345
2.358861,5,229.2766
1.579471,5,229.651574
2.181692,5,230.050639
-1.214508,5,230.810674
2.457369,5,231.101588
-3.861922,5,231.438652
-1.795568,5,232.073443
2.458158,5,232.285043
1.567841,5,232.449404
-0.751616,5,232.982158
-0.024975,5,233.078975
-1.118488,5,233.54709
1.133256,5,233.912488
0.319627,5,234.433707
2.013433,5,235.115813
0.936787,5,235.677845
2.775258,5,236.018372
3.149067,5,236.7347
2.758029,5,237.264304
-2.058523,5,237.733207
0.24162,5,238.01149
2.06752,5,238.452455
1.147824,5,238.749757
1.025082,5,239.104172
2.533405,5,239.596081
0.844134,5,239.909391
