#{"t_start": 1755724147.0414, "env_id": "None"}
r,l,t
-6.609203,5,129.477352
-0.392263,5,129.739657
-3.456016,5,129.959325
-2.104943,5,130.255754
-6.006714,5,130.412735
1.429412,5,130.683116
-10.152636,5,130.865405
-4.463145,5,131.080891
-2.410673,5,131.302877
-4.545683,5,131.487266
-0.160369,5,131.733302
-11.067065,5,131.996675
0.515767,5,132.22713
-7.012799,5,132.499602
-8.451401,5,132.705837
-5.150311,5,133.017661
-1.350345,5,133.510051
-0.656515,5,133.826349
-0.508058,5,134.08401
-7.416769,5,134.375903
-4.009456,5,134.549239
-7.357948,5,134.767542
-6.543747,5,135.040658
-5.913716,5,135.258695
-6.999496,5,135.607697
-5.923305,5,135.822878
-2.531626,5,136.214906
-1.704214,5,136.558475
-9.96677,5,136.733379
-2.658132,5,136.994104
-4.613022,5,137.286768
-0.762962,5,137.537071
-8.235782,5,137.790504
-6.101349,5,138.097807
-3.847141,5,138.433916
-0.228513,5,138.678515
-4.619575,5,138.973959
-0.673992,5,139.22805
-1.173203,5,139.437937
-7.975253,5,139.694417
0.386351,5,139.973025
-3.939928,5,140.276424
-7.370394,5,140.368223
-0.652306,5,140.568374
-5.63813,5,140.81349
-5.451476,5,141.108432
-5.654182,5,141.398045
-8.428942,5,141.603513
-4.144769,5,141.798696
-1.29205,5,141.985652
-10.288635,5,142.185554
-14.59726,5,142.377511
-1.616568,5,142.580009
-3.696379,5,142.786526
-5.038299,5,143.002847
-7.416723,5,143.181506
-1.847759,5,143.272608
-8.13399,5,143.460674
-7.20636,5,143.647205
-1.77789,5,143.872695
-8.132514,5,144.174429
-2.267463,5,144.446379
-3.171515,5,144.672933
-8.692899,5,144.898177
-2.586274,5,145.071265
1.485276,5,145.383174
1.521919,5,145.708509
-3.159313,5,145.96671
-11.04497,5,146.334649
-3.701134,5,146.487099
-2.072127,5,146.620815
-9.006932,5,146.745669
-7.130611,5,146.950844
-4.401439,5,147.132285
-2.164251,5,147.415652
-3.10575,5,147.72299
-4.73514,5,147.987635
-3.498006,5,148.160971
0.867763,5,148.406625
-6.748409,5,148.628462
0.408067,5,148.941077
0.086983,5,149.244212
-11.385904,5,149.382517
-4.854585,5,149.535346
-1.59704,5,149.763126
-6.857265,5,150.11135
-2.060039,5,150.293029
-4.931213,5,150.538168
-5.267771,5,150.737136
-7.519028,5,150.945453
-9.03322,5,151.055376
-5.851315,5,151.297844
-1.910688,5,151.511613
-6.99456,5,151.717885
-2.527029,5,151.946043
-11.961955,5,152.055524
-4.702609,5,152.263428
-3.632297,5,152.519981
2.476017,5,152.819965
-4.999667,5,152.961121
-2.639037,5,153.128011
-1.122982,5,153.243569
-1.884645,5,153.478707
-6.230739,5,153.715401
-3.944743,5,153.914007
-3.327374,5,154.128437
-1.178845,5,154.316236
-8.28057,5,154.512082
-0.957006,5,154.804584
-5.400334,5,154.968238
-6.058238,5,155.197805
-3.929923,5,155.342693
-1.490904,5,155.661581
-7.409211,5,155.818515
-2.304576,5,156.057337
-3.852195,5,156.243523
-10.631189,5,156.394541
-8.115927,5,156.582166
-2.161354,5,156.735673
-3.717869,5,156.994361
-7.163541,5,157.066045
-5.776379,5,157.311331
-1.175827,5,157.514087
-7.343635,5,157.69913
-7.131874,5,157.940377
-0.562543,5,158.14417
-6.570466,5,158.34278
-6.992402,5,158.515405
-1.165394,5,158.851066
3.055232,5,159.056271
-8.585517,5,159.285505
1.099034,5,159.387558
-5.265108,5,159.630755
-5.719267,5,159.820891
-9.720335,5,159.997855
-2.789288,5,160.193502
-4.637704,5,160.352094
0.382973,5,160.482459
-1.261435,5,160.695393
-0.923588,5,160.941171
-6.097234,5,161.087799
2.796882,5,161.306351
-0.988293,5,161.587405
-7.526978,5,161.760538
-6.93816,5,161.933995
-0.445782,5,162.178407
-4.930249,5,162.502965
-2.199845,5,162.84661
-5.510861,5,162.996928
1.501496,5,163.178978
-6.827504,5,163.40643
-8.746977,5,163.640352
-3.281436,5,163.894068
-5.836079,5,164.129563
1.161256,5,164.396711
1.271807,5,164.609259
-0.242348,5,164.732511
-2.133439,5,164.933823
-6.319373,5,165.12308
1.068859,5,165.317625
-4.23141,5,165.442969
-1.419397,5,165.682882
-9.970068,5,165.8286
-6.114208,5,165.939151
-2.915792,5,166.175351
-4.257233,5,166.3854
-2.511591,5,166.561166
-15.542656,5,166.830506
-2.244065,5,166.983663
-3.544961,5,167.145134
-1.907575,5,167.349422
0.320516,5,167.588745
0.114956,5,167.89223
-0.952872,5,168.10138
-3.066758,5,168.318546
-3.152296,5,168.544299
-1.604427,5,168.655741
0.687089,5,168.865588
-2.782774,5,169.095437
-4.894294,5,169.329839
-9.883344,5,169.540421
0.706081,5,169.798593
2.509631,5,170.046652
-3.163544,5,170.22534
-2.70963,5,170.529196
1.221621,5,170.740388
-7.076444,5,170.98062
1.960806,5,171.171649
-6.664619,5,171.333086
-2.296538,5,171.616603
-3.492947,5,171.828778
-3.012445,5,172.076688
-3.351442,5,172.26735
-4.962698,5,172.427672
-0.513029,5,172.751345
-1.25024,5,173.028695
-4.328471,5,173.259088
-2.186564,5,173.560277
0.198862,5,173.81209
-0.387249,5,174.105331
-5.765752,5,174.335686
-10.067586,5,174.515061
1.859671,5,174.745188
1.000667,5,174.907838
-8.649106,5,175.111628
1.704224,5,175.370109
-9.592131,5,175.451331
-1.550815,5,175.637974
-6.590665,5,175.887263
-5.427223,5,176.07937
-8.033632,5,176.235108
-5.804846,5,176.403956
-5.448118,5,176.605749
-0.790068,5,176.85529
-0.514794,5,177.216029
0.962331,5,177.489937
-8.894509,5,177.712626
-4.221263,5,177.994108
1.32915,5,178.163394
-3.676466,5,178.422892
-2.715478,5,178.730227
-1.960025,5,179.040975
-5.484094,5,179.154372
-2.942718,5,179.303144
0.089233,5,179.544997
-1.189398,5,179.688501
-0.079088,5,179.932581
-1.426603,5,180.112688
1.110321,5,180.360841
-7.599961,5,180.573013
-5.364768,5,180.813265
-4.144563,5,180.992632
-0.233559,5,181.226088
-7.180309,5,181.492192
-0.449247,5,181.732991
-3.095231,5,181.953802
-6.781162,5,182.178165
-0.989913,5,182.420313
-2.174717,5,182.544872
3.535342,5,182.769964
-5.876815,5,182.936045
-9.947019,5,183.067112
-3.544759,5,183.278114
1.282033,5,183.505562
-3.548453,5,183.783891
-3.942027,5,183.956557
-3.517562,5,184.155536
-4.385619,5,184.301834
-9.866627,5,184.541914
0.983209,5,184.81446
-5.015017,5,185.028075
-8.467134,5,185.201547
-6.703259,5,185.40576
0.154112,5,185.542523
-6.411479,5,185.833446
-9.386291,5,186.123052
-17.542206,5,186.303277
-3.361096,5,186.492989
-3.622383,5,186.778057
-0.966631,5,186.989412
-0.478337,5,187.287307
-0.137617,5,187.509365
-4.253372,5,187.796077
3.051776,5,187.983537
-4.465264,5,188.247786
-13.694202,5,188.405831
-0.254429,5,188.594127
-9.342283,5,188.782044
-5.718714,5,189.02904
-3.150793,5,189.268239
1.153993,5,189.628004
-7.666674,5,189.759384
2.85067,5,190.045685
-7.911697,5,190.27858
-11.849774,5,190.517665
-0.400555,5,190.778674
-0.84095,5,191.025045
-2.765394,5,191.286704
-1.08317,5,191.485711
0.408597,5,191.73011
-3.400033,5,191.930272
-6.426067,5,192.204978
-2.167376,5,192.398833
-1.646438,5,192.612608
-5.331037,5,192.893514
-0.707331,5,193.088819
-1.419988,5,193.310344
-0.403649,5,193.553162
-4.796741,5,193.744889
-5.250741,5,193.86577
-0.6381,5,194.19867
-10.515105,5,194.478471
0.467804,5,194.676621
-3.705951,5,194.92119
-10.351446,5,195.100809
-8.917296,5,195.318582
-11.231615,5,195.490822
-5.606633,5,195.707017
-5.178265,5,195.903044
-7.49312,5,196.162225
-8.376201,5,196.41963
-11.481096,5,196.522932
-3.866993,5,196.743319
0.750686,5,196.989689
-6.261878,5,197.255148
-0.81401,5,197.405467
-4.999367,5,197.519796
-13.70772,5,197.770507
-3.130395,5,198.01423
-2.402674,5,198.25107
1.664347,5,198.554872
-3.705589,5,198.727809
-8.010637,5,198.905229
-3.171043,5,199.149308
-6.747087,5,199.379292
3.869174,5,199.682822
-0.125323,5,199.968575
-8.18474,5,200.192517
-6.325444,5,200.392751
-5.620624,5,200.611481
-0.890776,5,200.765171
-3.716193,5,200.986231
-8.324739,5,201.202529
-0.675836,5,201.365442
-6.170322,5,201.545676
-4.22962,5,201.742455
-5.370804,5,201.929919
-3.699333,5,202.108518
1.187056,5,202.40191
-2.17961,5,202.630219
-4.72848,5,202.890238
-2.783839,5,203.124872
-8.428892,5,203.276524
-3.515185,5,203.503823
-4.132363,5,203.763899
-7.840564,5,203.909462
-1.194203,5,204.243791
-1.797309,5,204.386416
-5.617517,5,204.522931
-7.181917,5,204.83494
-2.492141,5,205.0013
-11.175513,5,205.241561
-6.905572,5,205.360352
-1.762148,5,205.621742
-9.165798,5,205.802821
-3.117783,5,205.985048
-4.065318,5,206.204923
-6.122821,5,206.404904
-3.985067,5,206.589827
-6.94202,5,206.809371
-1.661522,5,207.067759
-6.808193,5,207.143836
-3.311759,5,207.364125
-4.147981,5,207.597183
