#{"t_start": 1755523902.569996, "env_id": "None"}
r,l,t3.3.531303,5,0.4632694.4.565201,5,0.68054.664.669576,5,0.91304.074.079277,5,1.17945.05.03498,5,1.497664.44.472551,5,1.67893.863.865464,5,1.94814.024.023808,5,2.14.732174.73217,5,2.45.667335.667338,5,2.53.331543.331547,5,2.8-6.653-6.653975,5,3.25-3.383-3.383407,5,3.551.35881.358829,5,3.813.88723.887252,5,4.003.7233.723922,5,4.2575.1195.119739,5,4.4-0.6137-0.613765,5,4.61.611941.611949,5,4.82.547812.547814,5,5.1-1.9397-1.939703,5,5.45.089255.08925,5,5.65.43475.434757,5,5.853.37033.37038,5,6.103.62323.623238,5,6.342.34022.340251,5,6.614.60404.604067,5,6.8-1.3199-1.319983,5,7.04.398194.398198,5,7.32.595342.595344,5,7.2.9191572.919157,5,7.3.4380073.438007,5,7.5.068255.068252,5,8.23.099033.099034,5,8.44.464344.464349,5,8.64.564704.564704,5,8.2.4525892.452589,5,9.3.4528393.452839,5,9.3.6327783.632778,5,9.1.69809,1.69809,5,9.3.6175423.617542,5,9.2.48711,2.48711,5,10.3.8604633.860463,5,10.3.061823.061827,5,10.64.797914.797913,5,10.95.221165.221162,5,11.14.00334.00335,5,11.383.75643.756433,5,11.604.45034.450367,5,11.824.47874.47871,5,12.092.93432.934362,5,12.293.233.231858,5,12.54113.143.14634,5,12.8170.5670.567686,5,13.0722.6522.652974,5,13.2874.0544.054826,5,13.5044.1634.163841,5,13.6985.0615.061435,5,13.9321.0231.023833,5,14.1864.614.617592,5,14.41922.642.640247,5,14.62540.830.836607,5,14.8343-0.8-0.865979,5,15.0774.324.3234,5,15.33923.153.155888,5,15.54884.734.737313,5,15.78695.25.249501,5,16.050834.24.274818,5,16.295875.65.684748,5,16.550583.53.507717,5,16.746650.40.474086,5,17.066844.54.537432,5,17.262644.64.633812,5,17.481582.22.228627,5,17.75103.243.240471,5,17.98823.223.229481,5,18.20993.783.786555,5,18.45942.02.014665,5,18.688584.64.653572,5,18.902302.32.380693,5,19.128732.52.582684,5,19.364614.04.044388,5,19.60264.734.733027,5,19.805-3.69-3.699049,5,20.0405.2125.21203,5,20.3344.724.726349,5,20.5353.4633.463608,5,20.7842.742.741646,5,21.047-0.66-0.661473,5,21.238-2.03-2.031989,5,21.5192.5902.590166,5,21.7615.6505.650797,5,22.0044.4344.434661,5,22.2714.0724.072025,5,22.4754.8364.83629,5,22.7054.4454.445384,5,22.945.62915.629137,5,23.142.7582.758355,5,23.4123.8443.844363,5,23.6413.1693.169759,5,23.8474.6264.626392,5,24.130.64770.647726,5,24.432.88522.885224,5,24.684.2264.226558,5,24.9515.3155.315973,5,25.2343.4083.408713,5,25.4703.9723.972231,5,25.7001.7011.701078,5,26.0073.4793.479107,5,26.2565.4505.450534,5,26.4421.5221.522692,5,26.6604.1864.186143,5,26.9275.145.145559,5,27.13394.764.767865,5,27.35784.4.634608,5,27.5534583.3.557997,5,27.7825913.3.630366,5,28.0182145.5.172435,5,28.25628-2-2.300869,5,28.5092533.496896,5,28.76614133.690408,5,28.97523955.212164,5,29.25574244.0663,5,29.52441611.567231,5,29.80996344.485869,5,30.07551444.300049,5,30.37405433.097693,5,30.6093744.4.253326,5,30.8724865.5.239616,5,31.063579-1-1.806693,5,31.34507--4.576323,5,31.60888644.705135,5,31.89309911.996879,5,32.22325844.215984,5,32.44135
2.376732,5,32.708997
3.479244,5,32.907352
3.44952,5,33.121736
4.071102,5,33.329489
4.3596,5,33.65472444.001499,5,33.88944733.464124,5,34.14191
3.03451,5,34.340552
4.962144,5,34.575611
2.928418,5,34.780037
4.255615,5,34.973467
3.356137,5,35.201412
3.706785,5,35.457897
-6.025623,5,35.716707
2.70882,5,35.912117
4.894571,5,36.15597
3.995887,5,36.373874
4.336394,5,36.659009
4.854267,5,36.926097
5.120674,5,37.141612
3.688907,5,37.40085
3.828181,5,37.684317
4.706015,5,37.934249
4.380976,5,38.163267
5.704931,5,38.373852
4.636989,5,38.607988
0.849995,5,38.834995
-0.07752,5,39.05558
0.621758,5,39.380016
4.821573,5,39.606333
3.698772,5,39.862102
3.814326,5,40.067342
3.471034,5,40.284438
2.273474,5,40.493471
3.248108,5,40.697784
5.517718,5,40.988829
6.015637,5,41.255448
1.008407,5,41.48545
4.536535,5,41.67413
5.069472,5,41.946014
4.105782,5,42.197539
2.565101,5,42.412002
5.325297,5,42.642174
3.345616,5,42.860248
3.249001,5,43.100308
5.070869,5,43.386918
1.281434,5,43.570993
4.118214,5,43.786828
3.019753,5,44.069659
5.023897,5,44.278142
4.596665,5,44.515681
4.354129,5,44.738279
-0.805397,5,44.99705
5.240056,5,45.21814
5.068705,5,45.426781
4.477577,5,45.659222
3.438086,5,45.874866
3.606856,5,46.066858
5.520753,5,46.298074
5.403954,5,46.514244
2.463865,5,46.733813
5.560866,5,46.940669
4.12177,5,47.203732
5.49023,5,47.379558
4.154858,5,47.616286
2.900803,5,47.870528
5.513466,5,48.072422
5.024415,5,48.277343
5.504735,5,48.481877
4.81585,5,48.687514
5.700555,5,48.893451
5.363606,5,49.230943
3.408214,5,49.518455
4.88877,5,49.784323
3.984357,5,50.041308
3.287278,5,50.232828
4.582891,5,50.440696
5.376151,5,50.656837
5.856676,5,50.907675
4.868508,5,51.137327
4.060076,5,51.352067
5.213603,5,51.589297
4.531144,5,51.825059
2.109917,5,52.036641
1.30285,5,52.329527
5.396086,5,52.552512
4.263624,5,52.778159
3.619234,5,53.017187
4.953957,5,53.2105
-0.520696,5,53.490804
2.935418,5,53.716142
3.621596,5,53.933994
3.531898,5,54.179585--3.385329,5,54.47355155.366333,5,54.7210615.5.6018,5,54.9515594.4.216156,5,55.2059144.22412,5,55.43000522.851497,5,55.65747222.538007,5,55.88899833.765615,5,56.081245--4.295654,5,56.37435133.927688,5,56.56660522.800999,5,56.8028
4.621046,5,57.006723
3.71493,5,57.228378
5.484205,5,57.428939
4.656533,5,57.714757
4.302352,5,57.949807
4.476768,5,58.187059
